title,price,description,carat_weight,center_stone_shape,carat_material,photo_link,width,approx,metal,gold,copper,zinc,nickle,color_accent_tags,clarity_accent_tags,profile,carat,color,clarity,Url
The Halo Stephanie Set With A 1 Carat Oval Lab Diamond,"$2,770","The Halo Stephanie is a stunning halo engagement ring that combines timeless elegance with contemporary brilliance. The vintage-inspired design adds a touch of romance and sophistication, making it the perfect choice for those who appreciate the charm of bygone eras, while the diamond halo enhances the center stone's brilliance, creating a dazzling display of light and sparkle. This ring is a celebration of love, style, and timeless beauty, making it the perfect choice for the moment you say, ""Forever.""",1,Oval,14k White Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-OV-C125-WG-DIA-2ks_0.jpg?v=1699440698&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-OV-C1-WG-DIA-2Ks_0.jpg?v=1699440698&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-A19-WG_0_3cb7b57a-b805-4dde-8ed9-9f8990a4e76e.jpg?v=1699440698&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-A19-WG_0_3cb7b57a-b805-4dde-8ed9-9f8990a4e76e.jpg?v=1699440698&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/OvalShapeStoneSolo-MUTZKHQT.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-OV-C37-WG-DIA-2Ks_0.jpg?v=1699440698&width=800&height=800&crop=center']",1.5mm,0.3 ct,14k White Gold,58.5% Gold,25.4% Copper,8.7% Zinc,7.3% Nickel,D-F,VVS,Medium,1,D-F,VS,https://keyzarjewelry.com/products/the-halo-stephanie-setting-oval-14k-white-gold-1-carat-lab-diamond
The Zoey Set With A 3 Carat Oval Lab Diamond,"$5,410",criss-cross engagement ring,3,Oval,Platinum,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-WG_055_e8fb522f-32e5-4257-99e6-7b8ced446ed7_3x_jpg.webp?v=1690863990&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-WG_058_87f8701b-89b7-4087-85e3-d347bdd03618_3x_jpg.webp?v=1690863990&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/8cc80d5cfd2a383ae98b5768dec1e95f_59cfe247-7f7d-45ee-b686-4928c45a0015.jpg?v=1693995974&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/8cc80d5cfd2a383ae98b5768dec1e95f_59cfe247-7f7d-45ee-b686-4928c45a0015.jpg?v=1693995974&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/OvalShapeStoneSolo-MUTZKHQT.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-WG_052_dfd2ae4e-36c6-4975-838e-6b0e5df2966b_3x_jpg.webp?v=1690863990&width=800&height=800&crop=center']",2.0mm,0.35 ct,Platinum,95% Platinum,3% Copper,2% Cobalt,,D-F,VVS,High,3,D-F,VS,https://keyzarjewelry.com/products/the-zoey-setting-oval-platinum-3-carat-lab-diamond
The Halo Stephanie Set With A 1 Carat Oval Lab Diamond,"$2,770","The Halo Stephanie is a stunning halo engagement ring that combines timeless elegance with contemporary brilliance. The vintage-inspired design adds a touch of romance and sophistication, making it the perfect choice for those who appreciate the charm of bygone eras, while the diamond halo enhances the center stone's brilliance, creating a dazzling display of light and sparkle. This ring is a celebration of love, style, and timeless beauty, making it the perfect choice for the moment you say, ""Forever.""",1,Oval,14k Rose Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-OV-C125-RG-DIA-2ks_0.jpg?v=1699440708&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-OV-C1-RG-DIA-2Ks_0.jpg?v=1699440708&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-A19-RG_0_9169fea2-83d9-4164-b474-2f2299d698e8.jpg?v=1699440708&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-A19-RG_0_9169fea2-83d9-4164-b474-2f2299d698e8.jpg?v=1699440708&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/OvalShapeStoneSolo-MUTZKHQT.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-OV-C37-RG-DIA-2Ks_0.jpg?v=1699440708&width=800&height=800&crop=center']",1.5mm,0.3 ct,14k Rose Gold,58.5% Gold,36.3% Copper,3.7% Silver,1.4% Zinc,D-F,VVS,Medium,1,D-F,VS,https://keyzarjewelry.com/products/the-halo-stephanie-setting-oval-14k-rose-gold-1-carat-lab-diamond
The Low Profile Kamellie Set With A 1 Carat Oval Lab Diamond,"$2,220","Set with intricate pave diamonds, The Low Profile Kamellie blends the tastefully modern with a timeless classic. The hidden halo ensures there is sparkle coming in from every angle, highlighting your center stone and making it appear larger. The delicate design flatters the finger, while its low profile makes it practical for even the busiest hands.",1,Oval,14k Yellow Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-OV-YG_attVC13twi8OfEPDd_7001d5fd-a49e-4af4-a16d-e726a19f6c2e.jpg?v=1714942797&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-OV-YG_attXUnPhDNG5OYBnG_aa3f7511-acb0-467e-ad6c-99e4c32f3f1e.jpg?v=1714942797&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-OV-YG_attlbFjQF5S0fofsg_6c4c8908-1931-4d40-95b1-189835c7f19d.jpg?v=1714942797&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-OV-YG_attOv0WFMrktE0mnO_67a27ca6-02e2-4f87-bad1-49d6f24d0f60.jpg?v=1714942797&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-OV-YG_attUNJlMLRYj748RV_031ca1ec-9c7f-44df-bac1-6eb0a8b65e87.jpg?v=1714942797&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-OV-YG_att2Ze79Gq82l2NMn_e34fee94-107b-4c69-acaa-9532fd55651d.jpg?v=1714942797&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/f0f00749564a31925aaeddbad37440d4_6574aa26-5591-46c3-8ede-cd2c4bed01fa.jpg?v=1693928426&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/f0f00749564a31925aaeddbad37440d4_6574aa26-5591-46c3-8ede-cd2c4bed01fa.jpg?v=1693928426&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/OvalShapeStoneSolo-MUTZKHQT.png']",1.5mm,0.25 ct,14k Yellow Gold,58.5% Gold,30.5% Copper,6.1% Silver,4.7% Zinc,D-F,VVS,Low,1,D-F,VS,https://keyzarjewelry.com/products/the-low-profile-kamellie-setting-oval-14k-yellow-gold-pave-1-carat-lab-diamond
The Low Profile Kamellie Set With A 1 Carat Oval Lab Diamond,"$2,820","Set with intricate pave diamonds, The Low Profile Kamellie blends the tastefully modern with a timeless classic. The hidden halo ensures there is sparkle coming in from every angle, highlighting your center stone and making it appear larger. The delicate design flatters the finger, while its low profile makes it practical for even the busiest hands.",1,Oval,Platinum,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-OV-WG_attN2ShhC4WF3LhM1_166e9658-00e3-4533-8c81-c967e7704e8a.jpg?v=1721745470&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-OV-WG_attI6IdmavlPSX2mi_abdd74b6-c36e-4a16-ba5e-b37ed55b257e.jpg?v=1721745471&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-OV-WG_attMtEeJIPUHLhE21_ba4808e9-3f12-489e-8f69-8e8c7b43ae08.jpg?v=1721745473&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-OV-WG_attJRen1BCOEcFVG4_7ce3a1e2-b3a0-4d82-b6cd-05dd318aedf1.jpg?v=1721745477&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-OV-WG_att7eGhgjxteQzysO_df31f72d-1faf-4452-b963-d77f6eacc114.jpg?v=1721745479&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-OV-WG_atthqm5FL5G9ua0Aj_d96f1ea8-24cf-4563-a1d4-dc3c81817c30.jpg?v=1721745483&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-OV-WG_attrGevDsuB4MrHbG_55606027-e7a9-4f68-8795-8f97c30c7684.jpg?v=1721745484&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-OV-WG_attyNCbjtOE825QsC_2aa225e6-0966-4137-a0ae-31c246072e15.jpg?v=1721745486&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-OV-WG_attL0YAoDJQUakFou_f177d564-d7a4-490c-9498-10efa5cc25f8.jpg?v=1721745486&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/18c96568fc00d97e959a66dabc308fcb_761f6a55-a9f3-41f4-b45e-e84a6b5f6457.jpg?v=1693928360&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/18c96568fc00d97e959a66dabc308fcb_761f6a55-a9f3-41f4-b45e-e84a6b5f6457.jpg?v=1693928360&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/OvalShapeStoneSolo-MUTZKHQT.png']",1.5mm,0.25 ct,Platinum,95% Platinum,3% Copper,2% Cobalt,,D-F,VVS,Low,1,D-F,VS,https://keyzarjewelry.com/products/the-low-profile-kamellie-setting-oval-platinum-pave-1-carat-lab-diamond
The Low Profile Kamellie Set With A 1 Carat Oval Lab Diamond,"$2,220","Set with intricate pave diamonds, The Low Profile Kamellie blends the tastefully modern with a timeless classic. The hidden halo ensures there is sparkle coming in from every angle, highlighting your center stone and making it appear larger. The delicate design flatters the finger, while its low profile makes it practical for even the busiest hands.",1,Oval,14k Rose Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-OV-RG_attqXIEqGnUkRmAsA_a990f0eb-17e9-47eb-bd26-d2ddeb0dff51.jpg?v=1714943096&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-OV-RG_attNTlT7GxdcKhVJT_62ee67b5-6039-4adf-8c86-a1c2e9765001.jpg?v=1714943095&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-OV-RG_attF8okgvfgPSDHG3_dddd8d96-8ee4-4cff-bfd3-0c458c9b1a47.jpg?v=1714943095&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/371e8432f67ee4f3240a34c4cedc854f_051dc59c-93ce-46d3-a6c8-c10447ea27f0.jpg?v=1693928399&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/371e8432f67ee4f3240a34c4cedc854f_051dc59c-93ce-46d3-a6c8-c10447ea27f0.jpg?v=1693928399&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/OvalShapeStoneSolo-MUTZKHQT.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-OV-RG_attN7R4abbk6Je9wF_5b1f19d3-150b-4dcf-b3db-03e43d73454f.jpg?v=1714943096&width=800&height=800&crop=center']",1.5mm,0.25 ct,14k Rose Gold,58.5% Gold,36.3% Copper,3.7% Silver,1.4% Zinc,D-F,VVS,Low,1,D-F,VS,https://keyzarjewelry.com/products/the-low-profile-kamellie-setting-oval-14k-rose-gold-pave-1-carat-lab-diamond
The Low Profile Kamellie Set With A 2.5 Carat Cushion Lab Diamond,"$3,210","Set with intricate pave diamonds, The Low Profile Kamellie blends the tastefully modern with a timeless classic. The hidden halo ensures there is sparkle coming in from every angle, highlighting your center stone and making it appear larger. The delicate design flatters the finger, while its low profile makes it practical for even the busiest hands.",2.5,Cushion,14k Rose Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-CU-RG-G2c_0972583b-0005-4d98-8346-1c2bf1651e5c_3x_jpg.webp?v=1691488749&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-CU-RG-G5d_c531d240-aa25-4e4b-a7e4-1f101df1570f_3x_jpg.webp?v=1691488747&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/371e8432f67ee4f3240a34c4cedc854f_3ad2e669-298f-4f19-84af-4b6a72169a8b.jpg?v=1693928405&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/371e8432f67ee4f3240a34c4cedc854f_3ad2e669-298f-4f19-84af-4b6a72169a8b.jpg?v=1693928405&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/CushionShapeStoneSolo-T7O7FAUV.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-CU-RG-G5b_b7f3f109-cfc1-4206-8a9c-fbba4c64f786_3x_jpg.webp?v=1691488747&width=800&height=800&crop=center']",1.5mm,0.25 ct,14k Rose Gold,58.5% Gold,36.3% Copper,3.7% Silver,1.4% Zinc,D-F,VVS,Low,2.5,D-F,VS,https://keyzarjewelry.com/products/the-low-profile-kamellie-setting-cushion-14k-rose-gold-pave-2-5-carat-lab-diamond
The Low Profile Kamellie Set With A 2.5 Carat Cushion Lab Diamond,"$3,510","Set with intricate pave diamonds, The Low Profile Kamellie blends the tastefully modern with a timeless classic. The hidden halo ensures there is sparkle coming in from every angle, highlighting your center stone and making it appear larger. The delicate design flatters the finger, while its low profile makes it practical for even the busiest hands.",2.5,Cushion,18k Rose Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-CU-RG-G2c_0972583b-0005-4d98-8346-1c2bf1651e5c_3x_jpg.webp?v=1691488749&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-CU-RG-G5d_c531d240-aa25-4e4b-a7e4-1f101df1570f_3x_jpg.webp?v=1691488747&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/371e8432f67ee4f3240a34c4cedc854f_3ad2e669-298f-4f19-84af-4b6a72169a8b.jpg?v=1693928405&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/371e8432f67ee4f3240a34c4cedc854f_3ad2e669-298f-4f19-84af-4b6a72169a8b.jpg?v=1693928405&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/CushionShapeStoneSolo-T7O7FAUV.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-CU-RG-G5b_b7f3f109-cfc1-4206-8a9c-fbba4c64f786_3x_jpg.webp?v=1691488747&width=800&height=800&crop=center']",1.5mm,0.25 ct,18k Rose Gold,75% Gold,21.8% Copper,2.2% Silver,0.8% Zinc,D-F,VVS,Low,2.5,D-F,VS,https://keyzarjewelry.com/products/the-low-profile-kamellie-setting-cushion-18k-rose-gold-pave-2-5-carat-lab-diamond
The Zoey Set With A 3 Carat Radiant Lab Diamond,"$4,810",criss-cross engagement ring,3,Radiant,14k Yellow Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-YG_021_1ff93609-3033-40bc-9027-2d186530e572_3x_jpg.webp?v=1690864063&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-YG_024_d7a1ba4d-6d2d-4828-8286-9a46792cd12c_3x_jpg.webp?v=1690864063&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/6b32d6634dec0c6154b0217ac8192af7_d98b903a-8679-4c64-a67f-a550ca85e250.jpg?v=1693996041&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/6b32d6634dec0c6154b0217ac8192af7_d98b903a-8679-4c64-a67f-a550ca85e250.jpg?v=1693996041&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/RadiantShapeStoneSolo-Y545I2FE.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-YG_018_d092f68b-f9cf-4cfe-bf2e-4feba92a2e6b_3x_jpg.webp?v=1690864063&width=800&height=800&crop=center']",2.0mm,0.35 ct,14k Yellow Gold,58.5% Gold,30.5% Copper,6.1% Silver,4.7% Zinc,D-F,VVS,High,3,D-F,VS,https://keyzarjewelry.com/products/the-zoey-setting-radiant-14k-yellow-gold-3-carat-lab-diamond
The Jade Set With A 1.5 Carat Marquise Lab Diamond,"$3,650","The Jade stunning split shank design features a delicate band with dynamic sparkle. A shimmering row of pave diamonds splits, continuing up the base of each prong to meet at a subtle point before descending into a diamond-studded bridge. The setting boasts glittering brilliance from all angles, making your center stone appear larger while a slimming silhouette elongates the finger. ",1.5,Marquise,18k White Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/374Q-MQ-WG-G5b_0_7a3ce870-5ba2-4ce6-9976-61ac7f637097_3x_jpg.webp?v=1690888752&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/374Q-MQ-WG-G2c_0_40a459c2-3a03-45a4-a2ee-49286dcd90c5_3x_jpg.webp?v=1690888752&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/374Q-MQ-WG-G5d_0_a41e9cdb-affb-49ee-940b-43f8f65b7c41_3x_jpg.webp?v=1690888752&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/3b6cc678363c8165509177f6c899a63a_5c9b046a-58d6-42a7-af74-521c4daa05ba.jpg?v=1693926461&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/3b6cc678363c8165509177f6c899a63a_5c9b046a-58d6-42a7-af74-521c4daa05ba.jpg?v=1693926461&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/MarquiseShapeStoneSolo-6NGGB6ET.png']",1.8mm,0.3 ct,18k White Gold,75% Gold,15.3% Copper,5.2% Zinc,4.4% Nickel,D-F,VVS,High,1.5,D-F,VS,https://keyzarjewelry.com/products/the-jade-setting-marquise-18k-white-gold-1-5-carat-lab-diamond
The Low Profile Kamellie Set With A 2.5 Carat Cushion Lab Diamond,"$3,510","Set with intricate pave diamonds, The Low Profile Kamellie blends the tastefully modern with a timeless classic. The hidden halo ensures there is sparkle coming in from every angle, highlighting your center stone and making it appear larger. The delicate design flatters the finger, while its low profile makes it practical for even the busiest hands.",2.5,Cushion,18k White Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-CU-WG_attdRCGaGyiwna32S_bcdd7629-aa21-4b49-b067-5ddfa573fbfb.jpg?v=1714945166&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/18c96568fc00d97e959a66dabc308fcb_8d3dfa4d-3fbe-4125-91d9-d67eb18c4244.jpg?v=1693928369&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/18c96568fc00d97e959a66dabc308fcb_8d3dfa4d-3fbe-4125-91d9-d67eb18c4244.jpg?v=1693928369&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/CushionShapeStoneSolo-T7O7FAUV.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-CU-WG_attvkmWIL1VyWQ1zK_65c36d1f-2d82-4499-9547-dfae773165d4.jpg?v=1714945166&width=800&height=800&crop=center']",1.5mm,0.25 ct,18k White Gold,75% Gold,15.3% Copper,5.2% Zinc,4.4% Nickel,D-F,VVS,Low,2.5,D-F,VS,https://keyzarjewelry.com/products/the-low-profile-kamellie-setting-cushion-18k-white-gold-pave-2-5-carat-lab-diamond
The Razor Kamellie Set With A 1.5 Carat Emerald Lab Diamond,"$2,300",slim knife-edge band,1.5,Emerald,14k Rose Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/294Q-ER-EM-RG-G2c_7b6893d7-93a8-4489-add8-4b8078faff90_3x_jpg.webp?v=1690908767&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/294Q-ER-EM-RG-G5d_c0c3f098-f4c3-4f5d-82e8-6fc576f98fa8_3x_jpg.webp?v=1690908767&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/254d6bbe3986d628371ce6813f831bc5_b89d7122-c497-432d-8b72-d53611d43843.jpg?v=1693934005&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/254d6bbe3986d628371ce6813f831bc5_b89d7122-c497-432d-8b72-d53611d43843.jpg?v=1693934005&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/EmeraldShapeStoneSolo-ZGDOHXSP.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/294Q-ER-EM-RG-G5b_fccbd97c-439b-4612-99b8-a53af92b94c8_3x_jpg.webp?v=1690908768&width=800&height=800&crop=center']",1.8mm,0.12 ct,14k Rose Gold,58.5% Gold,36.3% Copper,3.7% Silver,1.4% Zinc,D-F,VVS,High,1.5,D-F,VS,https://keyzarjewelry.com/products/the-razor-kamellie-setting-emerald-14k-rose-gold-1-5-carat-lab-diamond
The Low Profile Kamellie Set With A 2.5 Carat Cushion Lab Diamond,"$3,510","Set with intricate pave diamonds, The Low Profile Kamellie blends the tastefully modern with a timeless classic. The hidden halo ensures there is sparkle coming in from every angle, highlighting your center stone and making it appear larger. The delicate design flatters the finger, while its low profile makes it practical for even the busiest hands.",2.5,Cushion,18k Yellow Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-CU-YG_attOpUQZDZ5ekG9vh_feff0350-13cc-4b90-a5dd-90298ac921b9.jpg?v=1714984584&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-CU-YG_attIqrIaRbgpCDRsZ_2157cc86-bba7-49d8-ab72-6de61b7d3e3e.jpg?v=1714984584&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-CU-YG_attRReAzqmfl7WWDI_2b046f9e-f376-479c-9a15-2318c75502dd.jpg?v=1714984584&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-CU-YG_attOS5UVWJgwWy6cH_1e9b96e8-8dd1-4afd-9df4-78343771e6bd.jpg?v=1714984584&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-CU-YG_att57Y0pFIIVpAsFu_0b26dbc8-e80a-4936-bf14-629ac1429f0d.jpg?v=1714984585&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/f0f00749564a31925aaeddbad37440d4_94322bc8-9d11-4989-8db2-23b0c4fc7c60.jpg?v=1693928432&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/f0f00749564a31925aaeddbad37440d4_94322bc8-9d11-4989-8db2-23b0c4fc7c60.jpg?v=1693928432&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/CushionShapeStoneSolo-T7O7FAUV.png']",1.5mm,0.25 ct,18k Yellow Gold,75% Gold,11.5% Copper,12.5% Silver,1% Zinc,D-F,VVS,Low,2.5,D-F,VS,https://keyzarjewelry.com/products/the-low-profile-kamellie-setting-cushion-18k-yellow-gold-pave-2-5-carat-lab-diamond
